timestamp,pozyx_x,pozyx_y,pozyx_theta,reeman_x,reeman_y,reeman_theta
2025-12-13 21:28:55,0.8379137949051696,8.95309278980909,0.0,10.41002583096908,0.014017232572938854,-1.7456374255610139
2025-12-13 21:28:56,0.9707411997539741,8.930174357171769,0.0,10.41002583096908,0.014017232572938854,-1.7456374255610139
2025-12-13 21:28:56,1.062396083995385,8.96809488349923,0.0,10.396602032681209,-0.09947754393348907,-1.6994306341437502
2025-12-13 21:28:56,1.062396083995385,8.96809488349923,0.0,10.38929735590643,-0.14236550292143435,-1.7204078566644487
2025-12-13 21:28:57,1.1611240777057423,8.947895095677847,0.0,10.37071613865296,-0.261494311780321,-1.6947530038881
2025-12-13 21:28:57,1.251132029472108,8.938818202468635,0.0,10.359025564360282,-0.37934926083286746,-1.6814062104656653
2025-12-13 21:28:57,1.347966501125574,8.910409780309756,0.0,10.350801807269077,-0.4431197180421571,-1.6889398979053412
2025-12-13 21:28:58,1.442442453916388,8.899719263322332,0.0,10.350801807269077,-0.4431197180421571,-1.6889398979053412
2025-12-13 21:28:58,1.442442453916388,8.899719263322332,0.0,10.337384621223046,-0.6285071260711645,-1.6581677605528016
2025-12-13 21:28:58,1.5512565101491735,8.877120481522912,0.0,10.330930151253794,-0.6934259273406584,-1.6549285009211372
2025-12-13 21:28:58,1.6646665456278495,8.855909912477458,0.0,10.323491329761799,-0.8147446379228178,-1.6626490723857192
2025-12-13 21:28:59,1.7527055732956165,8.875991746393805,0.0,10.317873116098747,-0.8782771450217006,-1.6457239528248657
2025-12-13 21:28:59,1.8598002916370995,8.879173992971573,0.0,10.315045702878814,-0.9408704482282789,-1.6505559899131268
2025-12-13 21:28:59,1.8598002916370995,8.879173992971573,0.0,10.304200524971742,-1.0616177673026606,-1.6525512661298776
2025-12-13 21:29:00,1.987368345441147,8.82884140241159,0.0,10.300469046752683,-1.1209759817621787,-1.6558635864993585
2025-12-13 21:29:00,2.108896863746842,8.802374967126799,0.0,10.290886254958892,-1.2276442017372013,-1.6439749100024044
2025-12-13 21:29:00,2.231200060623392,8.777338033319555,0.0,10.288492162934077,-1.2898058255703226,-1.6594354958024968
2025-12-13 21:29:01,2.231200060623392,8.777338033319555,0.0,10.279062107442654,-1.4047524502408728,-1.6527630403033207
2025-12-13 21:29:01,2.35175360731092,8.758244585704716,0.0,10.276580495952043,-1.4629502262374867,-1.6501567802147976
2025-12-13 21:29:01,2.4767770696350855,8.73991325425942,0.0,10.265820963188197,-1.586901580212987,-1.659180262947683
2025-12-13 21:29:01,2.606230823417908,8.733885029467498,0.0,10.26346251778277,-1.64651598205522,-1.6649487335593722
2025-12-13 21:29:02,2.74383042061375,8.775023649953127,0.0,10.25059738365389,-1.7738163248637733,-1.663932226516153
2025-12-13 21:29:02,2.74383042061375,8.775023649953127,0.0,10.245983436696193,-1.836330335076371,-1.6471579999727914
2025-12-13 21:29:02,2.8704549514767894,8.809334747192018,0.0,10.239088223412494,-1.959238731527309,-1.6720153891034495
2025-12-13 21:29:03,2.997029495684827,8.829105832548866,0.0,10.23175952683701,-2.0187199863210803,-1.6726667757990248
2025-12-13 21:29:03,3.1130276497342093,8.859589978437246,0.0,10.219202448236869,-2.1866324796124803,-1.6590044762743674
2025-12-13 21:29:03,3.1130276497342093,8.859589978437246,0.0,10.212749202505107,-2.252203226093668,-1.6741500951874526
2025-12-13 21:29:04,3.232564890583956,8.87183749218445,0.0,10.206102482015494,-2.3085845804312246,-1.6558991317168381
2025-12-13 21:29:04,3.3518671858974125,8.888902854927984,0.0,10.20333960850709,-2.367025881931992,-1.6487576288327201
2025-12-13 21:29:04,3.4668484121398775,8.886678636515128,0.0,10.196552931941909,-2.4892102967280905,-1.6595909534534472
2025-12-13 21:29:04,3.570197639180855,8.848445611671266,0.0,10.183232173203162,-2.6128599123768352,-1.65080602660099
2025-12-13 21:29:05,3.570197639180855,8.848445611671266,0.0,10.178459834965853,-2.675188230198513,-1.6403679753570573
2025-12-13 21:29:05,3.684460591901461,8.8386036606326,0.0,10.167561981615739,-2.7986556173733934,-1.6505052437362677
2025-12-13 21:29:05,3.798257093676762,8.822573739251233,0.0,10.163289338643018,-2.8638611976332804,-1.6530931427992748
2025-12-13 21:29:06,3.912532350520955,8.81567405634981,0.0,10.159103353262125,-2.9231502642960745,-1.6416345895057862
2025-12-13 21:29:06,4.02834029679197,8.810476163511023,0.0,10.151917950969057,-3.0484420722486956,-1.6503170012453623
2025-12-13 21:29:06,4.02834029679197,8.810476163511023,0.0,10.146127648467647,-3.104806858479378,-1.66147745582214
2025-12-13 21:29:07,4.141247174648233,8.810343386324764,0.0,10.138292234834909,-3.2149391583482236,-1.6429302143940314
2025-12-13 21:29:07,4.230389401041967,8.779349429859188,0.0,10.133791530790528,-3.275674474966025,-1.6364112491609908
2025-12-13 21:29:07,4.320989576117219,8.734665303716845,0.0,10.130926235141587,-3.389459982779723,-1.6444761062746638
2025-12-13 21:29:07,4.320989576117219,8.734665303716845,0.0,10.124927966760785,-3.452941585739598,-1.6561241392748813
2025-12-13 21:29:08,4.4161998610267315,8.705657545474903,0.0,10.118578563760277,-3.5740582471786855,-1.6503041965819951
2025-12-13 21:29:08,4.508441454248633,8.68860161699076,0.0,10.114870337528025,-3.6352492293710656,-1.6545254692566926
2025-12-13 21:29:08,4.602680599356846,8.656158173166997,0.0,10.108565440609443,-3.7596434007511794,-1.6532317266075294
2025-12-13 21:29:09,4.700448652064099,8.624157124892406,0.0,10.102328298285162,-3.819747411790341,-1.6565543423136389
2025-12-13 21:29:09,4.700448652064099,8.624157124892406,0.0,10.091379954416588,-3.9424869541168843,-1.659449262940579
2025-12-13 21:29:09,4.795831952030377,8.602932123552105,0.0,10.085892902064515,-4.005029002625185,-1.6606485272104834
2025-12-13 21:29:10,4.894816683049846,8.58532287663865,0.0,10.074408125861048,-4.128262161932731,-1.6822133865772397
2025-12-13 21:29:10,4.996215992706249,8.563901290762306,0.0,10.070067662058895,-4.173538413020536,-1.6879939383798936
2025-12-13 21:29:10,4.996215992706249,8.563901290762306,0.0,10.053567379816753,-4.29742163237738,-1.7048874359347597
2025-12-13 21:29:10,5.095486668420439,8.54676659420917,0.0,10.04678652831057,-4.357937541830031,-1.7080153289760278
2025-12-13 21:29:11,5.198177887449468,8.532932213096789,0.0,10.030867038885967,-4.473091867680634,-1.7142408519377847
2025-12-13 21:29:11,5.298593690551489,8.5303875645229,0.0,10.023671470087187,-4.534897429228442,-1.6977400134161007
2025-12-13 21:29:11,5.407230189758585,8.537812550878712,0.0,10.015221295680538,-4.658605548946489,-1.6513306852373941
2025-12-13 21:29:12,5.407230189758585,8.537812550878712,0.0,10.00732626152172,-4.778655630735674,-1.5906347875021578
2025-12-13 21:29:12,5.543747172826386,8.580441678380922,0.0,10.010773151521002,-4.831855163367804,-1.546352073216846
2025-12-13 21:29:12,5.635717363232263,8.639286942584796,0.0,10.02227576403326,-4.895812950009829,-1.3994642413438991
2025-12-13 21:29:13,5.718296650200268,8.642073606801144,0.0,10.027920170513452,-4.922240434941695,-1.3180285283866107
2025-12-13 21:29:13,5.770037478522872,8.660474242120525,0.0,10.034316283632451,-4.936800761630411,-1.1385548161684833
2025-12-13 21:29:13,5.770037478522872,8.660474242120525,0.0,10.041628179836113,-4.943500136810008,-1.0277653780533043
2025-12-13 21:29:13,5.785915666959218,8.670595330977754,0.0,10.059651185311278,-4.954112118816453,-0.8332015720646442
2025-12-13 21:29:14,5.791805133120857,8.687849214062247,0.0,10.060866816777446,-4.952921235800747,-0.7290486886654232
2025-12-13 21:29:14,5.780168925270366,8.717719669893505,0.0,10.055969178082707,-4.940622651196137,-0.526898349938466
2025-12-13 21:29:14,5.780168925270366,8.717719669893505,0.0,10.05544471442826,-4.939897085134815,-0.42833136377412023
2025-12-13 21:29:15,5.767783887920079,8.76117074063444,0.0,10.051048129696026,-4.936025592278537,-0.25276229708725567
2025-12-13 21:29:15,5.752873199002504,8.79224598599825,0.0,10.049603488790677,-4.932371996566578,-0.20203246852724013
2025-12-13 21:29:15,5.744158343465644,8.838765830645144,0.0,10.049727243708215,-4.928112922156203,-0.10756662068280591
2025-12-13 21:29:16,5.7386891951842,8.877230642421786,0.0,10.049727243708215,-4.928112922156203,-0.10756662068280591
2025-12-13 21:29:16,5.7386891951842,8.877230642421786,0.0,10.049727243708215,-4.928112922156203,-0.10756662068280591
2025-12-13 21:29:16,5.732749903485534,8.89954656651436,0.0,10.049727243708215,-4.928112922156203,-0.10756662068280591
2025-12-13 21:29:16,5.719939111928704,8.92301445126899,0.0,10.043898612882595,-4.924729515478987,-0.05219910156564348
2025-12-13 21:29:17,5.7118189899805945,8.937620384405214,0.0,10.045105594338526,-4.924873017566158,-0.05252013829912035
