timestamp,zone,activity,joint,x,y,z,confidence
1765906281.1108673,2,standing,nose,0.5626863837242126,0.46637943387031555,-0.175369992852211,0.9999411106109619
1765906281.1108673,2,standing,left_eye_inner,0.5666749477386475,0.45623883605003357,-0.17691926658153534,0.9998914003372192
1765906281.1108673,2,standing,left_eye,0.569394052028656,0.45537349581718445,-0.17691670358181,0.9999064207077026
1765906281.1108673,2,standing,left_eye_outer,0.5721877217292786,0.45467251539230347,-0.1769210249185562,0.9999265670776367
1765906281.1108673,2,standing,right_eye_inner,0.5621801018714905,0.4577845335006714,-0.15942330658435822,0.9998157620429993
1765906281.1108673,2,standing,right_eye,0.5613822340965271,0.4579971432685852,-0.15945371985435486,0.9997972846031189
1765906281.1108673,2,standing,right_eye_outer,0.5606392621994019,0.45820391178131104,-0.15946495532989502,0.9998010993003845
1765906281.1108673,2,standing,left_ear,0.5824697613716125,0.4574897885322571,-0.1574968844652176,0.9999196529388428
1765906281.1108673,2,standing,right_ear,0.5665554404258728,0.460883229970932,-0.07815571129322052,0.9994809031486511
1765906281.1108673,2,standing,mouth_left,0.5694252252578735,0.4743598699569702,-0.16743533313274384,0.9999628067016602
1765906281.1108673,2,standing,mouth_right,0.5638197660446167,0.4757048785686493,-0.1444287896156311,0.9998476505279541
1765906281.1108673,2,standing,left_shoulder,0.6145275831222534,0.5067181587219238,-0.17236529290676117,0.999992847442627
1765906281.1108673,2,standing,right_shoulder,0.5615240931510925,0.5099238157272339,-0.002054837066680193,0.9998630285263062
1765906281.1108673,2,standing,left_elbow,0.6213583946228027,0.5833429098129272,-0.2115061730146408,0.9977071285247803
1765906281.1108673,2,standing,right_elbow,0.5494942665100098,0.5766900181770325,0.0431695431470871,0.8391305208206177
1765906281.1108673,2,standing,left_wrist,0.594984233379364,0.6322471499443054,-0.25241217017173767,0.9931725859642029
1765906281.1108673,2,standing,right_wrist,0.5271978378295898,0.6258288621902466,-0.01973799243569374,0.8733701109886169
1765906281.1108673,2,standing,left_pinky,0.5903777480125427,0.6512971520423889,-0.279262512922287,0.984329879283905
1765906281.1108673,2,standing,right_pinky,0.518017590045929,0.6424503922462463,-0.03186175972223282,0.8002499341964722
1765906281.1108673,2,standing,left_index,0.5832480788230896,0.6488564014434814,-0.284193217754364,0.9838683605194092
1765906281.1108673,2,standing,right_index,0.5187496542930603,0.6422762274742126,-0.056727051734924316,0.808777928352356
1765906281.1108673,2,standing,left_thumb,0.5834689140319824,0.6422516107559204,-0.2537117004394531,0.9698683619499207
1765906281.1108673,2,standing,right_thumb,0.5228304266929626,0.6382771134376526,-0.03266170620918274,0.8000473976135254
1765906281.1108673,2,standing,left_hip,0.610016405582428,0.6316273808479309,-0.0523938313126564,0.9999790191650391
1765906281.1108673,2,standing,right_hip,0.5732254385948181,0.6252650618553162,0.05239804461598396,0.9999158382415771
1765906281.1108673,2,standing,left_knee,0.5797200798988342,0.6878917813301086,-0.25977131724357605,0.9966187477111816
1765906281.1108673,2,standing,right_knee,0.5148019790649414,0.6766048073768616,-0.07500246167182922,0.9734719395637512
1765906281.1108673,2,standing,left_ankle,0.5991639494895935,0.7926856279373169,-0.19092418253421783,0.9969498515129089
1765906281.1108673,2,standing,right_ankle,0.52173912525177,0.770896315574646,0.025856897234916687,0.9731603264808655
1765906281.1108673,2,standing,left_heel,0.6060412526130676,0.8039392232894897,-0.18752001225948334,0.9770510792732239
1765906281.1108673,2,standing,right_heel,0.5318683981895447,0.7872321605682373,0.032270241528749466,0.948664128780365
1765906281.1108673,2,standing,left_foot_index,0.5876783728599548,0.8235443234443665,-0.27607691287994385,0.9943062663078308
1765906281.1108673,2,standing,right_foot_index,0.4919218122959137,0.7933727502822876,-0.025376250967383385,0.9725780487060547
1765906281.3090365,2,standing,nose,0.5602584481239319,0.4692678153514862,-0.12640893459320068,0.9999434351921082
1765906281.3090365,2,standing,left_eye_inner,0.5637291669845581,0.4597933888435364,-0.13442538678646088,0.999896228313446
1765906281.3090365,2,standing,left_eye,0.5654727220535278,0.45899420976638794,-0.1344156563282013,0.9999104738235474
1765906281.3090365,2,standing,left_eye_outer,0.5673927068710327,0.45813241600990295,-0.13440454006195068,0.9999295473098755
1765906281.3090365,2,standing,right_eye_inner,0.5610610246658325,0.4604533314704895,-0.11409652233123779,0.9998246431350708
1765906281.3090365,2,standing,right_eye,0.5608009099960327,0.46019890904426575,-0.11411478370428085,0.9998074769973755
1765906281.3090365,2,standing,right_eye_outer,0.5604875087738037,0.4599342346191406,-0.1141340360045433,0.9998116493225098
1765906281.3090365,2,standing,left_ear,0.5788275003433228,0.4586073160171509,-0.14214901626110077,0.99992436170578
1765906281.3090365,2,standing,right_ear,0.5679749250411987,0.4612564444541931,-0.04930909350514412,0.9995165467262268
1765906281.3090365,2,standing,mouth_left,0.566830039024353,0.4761286973953247,-0.12792649865150452,0.999964714050293
1765906281.3090365,2,standing,mouth_right,0.5632437467575073,0.476894348859787,-0.10095582902431488,0.9998546838760376
1765906281.3090365,2,standing,left_shoulder,0.6146917343139648,0.5070251226425171,-0.15946529805660248,0.9999932646751404
1765906281.3090365,2,standing,right_shoulder,0.5634136199951172,0.5107419490814209,0.01132337749004364,0.9998700022697449
1765906281.3090365,2,standing,left_elbow,0.6228238344192505,0.584181547164917,-0.194467693567276,0.9977589845657349
1765906281.3090365,2,standing,right_elbow,0.5512415170669556,0.5776462554931641,0.04806347191333771,0.8269109129905701
1765906281.3090365,2,standing,left_wrist,0.5964785814285278,0.632483720779419,-0.22453682124614716,0.9932791590690613
1765906281.3090365,2,standing,right_wrist,0.5278809070587158,0.6265720129013062,-0.005538024473935366,0.8687818050384521
1765906281.3090365,2,standing,left_pinky,0.5916458368301392,0.6513428092002869,-0.24773478507995605,0.9844277501106262
1765906281.3090365,2,standing,right_pinky,0.5193274021148682,0.6428619623184204,-0.014784875325858593,0.7937626242637634
1765906281.3090365,2,standing,left_index,0.5836883783340454,0.6479396224021912,-0.2490290105342865,0.9839156270027161
1765906281.3090365,2,standing,right_index,0.5196900367736816,0.6423363089561462,-0.037181954830884933,0.8026500344276428
1765906281.3090365,2,standing,left_thumb,0.5836455225944519,0.6419931054115295,-0.22394701838493347,0.9698861837387085
1765906281.3090365,2,standing,right_thumb,0.5238471031188965,0.6383662819862366,-0.017321934923529625,0.7936992645263672
1765906281.3090365,2,standing,left_hip,0.6051546335220337,0.6326733231544495,-0.05093954876065254,0.9999769926071167
1765906281.3090365,2,standing,right_hip,0.5692645311355591,0.6252222657203674,0.05092502385377884,0.999914824962616
