timestamp,left_leg_angle,right_leg_angle,x_absolute,y_absolute,x_relative,y_relative,action
2025-12-18 08:28:46.675,32.87109375,21.26953125,6.419648259431321,3.468061615629212,6.419648259431321,3.468061615629212,2
2025-12-18 08:28:47.675,33.046875,21.26953125,6.419648259431321,3.468061615629212,0.0,0.0,1
2025-12-18 08:28:48.675,30.5859375,22.587890625,6.419648259431321,3.468061615629212,0.0,0.0,1
2025-12-18 08:28:49.675,31.9921875,24.78515625,6.418995358805309,3.561559801806411,0.0006529006260125314,0.09349818617719885,1
2025-12-18 08:28:50.675,32.6953125,23.203125,6.418101993366934,3.6341153712831016,0.0008933654383751488,0.07255556947669062,1
2025-12-18 08:28:51.675,24.697265625,29.35546875,6.3713746181220605,3.5977251616497528,0.04672737524487314,0.036390209633348825,1
2025-12-18 08:28:52.675,15.8203125,36.2109375,6.3713746181220605,3.5977251616497528,0.0,0.0,1
2025-12-18 08:28:53.675,46.40625,17.666015625,5.562651561449937,3.842522513711627,0.8087230566721235,0.24479735206187403,2
2025-12-18 08:28:54.675,36.9140625,9.140625,4.855367925443462,4.13985995692346,0.7072836360064754,0.2973374432118332,2
2025-12-18 08:28:55.675,22.763671875,85.95703125,3.6143001854336267,4.692595829902218,1.2410677400098349,0.5527358729787579,1
2025-12-18 08:28:56.675,29.00390625,35.771484375,2.8334740938460357,4.978231971438272,0.7808260915875911,0.2856361415360542,2
2025-12-18 08:28:57.675,65.302734375,34.8046875,1.5978197501548004,5.298386623247183,1.2356543436912353,0.32015465180891045,1
2025-12-18 08:28:58.675,35.419921875,11.162109375,0.7922197766627984,5.361964210116134,0.805599973492002,0.06357758686895121,2
2025-12-18 08:28:59.675,25.13671875,83.671875,-0.35513882212239845,5.584867236537908,1.1473585987851969,0.22290302642177462,1
2025-12-18 08:29:00.675,17.75390625,47.4609375,-1.1768442704031512,5.707668302842808,0.8217054482807528,0.12280106630489929,2
2025-12-18 08:29:01.675,50.9765625,18.896484375,-2.121639730989271,5.903460308098338,0.9447954605861197,0.1957920052555302,2
2025-12-18 08:29:02.676,19.951171875,73.30078125,-2.634644001767212,6.143985550668774,0.513004270777941,0.2405252425704365,1
2025-12-18 08:29:03.676,15.29296875,22.763671875,-3.2534898212470935,6.418801407207395,0.6188458194798816,0.27481585653862073,2
2025-12-18 08:29:04.675,19.072265625,31.11328125,-3.4100896784575774,6.489122950740637,0.15659985721048386,0.07032154353324227,2
2025-12-18 08:29:05.675,15.64453125,27.94921875,-3.27146391389313,6.453396200486876,0.13862576456444753,0.03572675025376171,1
2025-12-18 08:29:06.675,24.2578125,24.43359375,-3.015676713816707,6.405964126759315,0.25578720007642275,0.04743207372756064,2
2025-12-18 08:29:07.675,29.091796875,26.982421875,-2.7128957768409814,6.333340985931625,0.3027809369757257,0.07262314082769006,2
2025-12-18 08:29:08.675,79.8046875,81.9140625,-2.787820053866384,6.3270471626394045,0.07492427702540283,0.006293823292220502,0
2025-12-18 08:29:09.675,88.76953125,86.8359375,-2.7385237694559086,6.373639013665024,0.04929628441047562,0.046591851025619135,0
2025-12-18 08:29:10.676,88.9453125,87.099609375,-2.673784574281119,6.328506322229929,0.06473919517478954,0.045132691435094685,0
2025-12-18 08:29:11.675,88.9453125,87.1875,-2.4890158183368207,6.323398062612003,0.1847687559442983,0.005108259617926159,1
2025-12-18 08:29:12.675,89.12109375,87.1875,-2.5762681472684186,6.324519597678847,0.08725232893159784,0.0011215350668445367,0
2025-12-18 08:29:13.675,89.12109375,87.1875,-2.4053442906206817,6.287658219702224,0.1709238566477369,0.036861377976623366,1
