timestamp,left_leg_angle,right_leg_angle,x_absolute,y_absolute,robot_action
2025-12-19 23:36:15.235,287.314453125,281.865234375,4.38928337293301,2.03782636102517,0
2025-12-19 23:36:16.235,295.83984375,281.865234375,4.2114693055022,1.84578412264035,0
2025-12-19 23:36:17.235,283.53515625,286.259765625,3.6204640569609,1.63402094926721,0
2025-12-19 23:36:18.235,295.3125,286.5234375,3.03332610292394,1.58701490288306,0
2025-12-19 23:36:19.235,293.642578125,282.216796875,2.39807006361595,1.48639358411635,0
2025-12-19 23:36:20.235,281.42578125,286.787109375,1.38010499343144,1.36996242147342,0
2025-12-19 23:36:21.235,290.654296875,280.986328125,0.615863252856538,1.1195243346444,0
2025-12-19 23:36:22.235,302.87109375,277.294921875,-0.372034599352964,1.12707075814632,0
2025-12-19 23:36:23.235,293.203125,280.72265625,-1.57764250624337,1.36007599270153,0
2025-12-19 23:36:24.235,299.970703125,276.50390625,-2.28505586565384,1.40024899081504,0
2025-12-19 23:36:25.235,287.40234375,293.115234375,-2.76161942116006,1.38637900651434,0
2025-12-19 23:36:26.235,340.576171875,344.35546875,-3.23806081373182,1.44499431196421,1
2025-12-19 23:36:27.235,357.1875,359.912109375,-3.15076600681339,1.4893355956557,1
2025-12-19 23:36:28.235,344.8828125,339.169921875,-3.08727104609226,1.46486989298074,1
2025-12-19 23:36:29.235,0.615234375,1.7578125,-3.04500714017506,1.4035127301082,1
2025-12-19 23:36:30.235,1.0546875,1.93359375,-2.74991490502875,1.49349811158456,1
2025-12-19 23:36:31.235,1.669921875,1.93359375,-2.5876796132404,1.48509325945159,1
2025-12-19 23:36:32.235,1.93359375,1.93359375,-2.41064525363428,1.41741130796699,0
2025-12-19 23:36:33.235,2.109375,1.845703125,-2.37792998100231,1.45800766393852,0
2025-12-19 23:36:34.235,2.197265625,1.93359375,-2.39302804886809,1.495269135154,0
2025-12-19 23:36:35.235,2.197265625,2.021484375,-2.38553051496856,1.48385611542955,0
2025-12-19 23:36:36.235,2.197265625,1.845703125,-2.3694729785399,1.47821007668869,0
2025-12-19 23:36:37.235,2.28515625,2.021484375,-2.38398280077525,1.49408346762258,2
2025-12-19 23:36:38.235,2.28515625,2.021484375,-2.40433222938644,1.48374588867609,2
2025-12-19 23:36:39.235,2.28515625,2.021484375,-2.40684338284119,1.47320695688695,2
2025-12-19 23:36:40.235,2.197265625,1.93359375,-2.42025656227455,1.46569874681274,2
2025-12-19 23:36:41.235,2.373046875,1.93359375,-2.40908081435871,1.46282281877409,2
2025-12-19 23:36:42.235,2.28515625,1.93359375,-2.40167581244743,1.48672000933787,2
2025-12-19 23:36:43.235,2.28515625,2.021484375,-2.43880146889056,1.49956328230161,2
2025-12-19 23:36:44.235,1.93359375,2.021484375,-2.7016229835373,1.3809639285904,0
2025-12-19 23:36:45.235,1.93359375,1.93359375,-2.92273675816872,1.28694481681335,0
2025-12-19 23:36:46.235,2.109375,1.93359375,-3.06463564378456,1.20470849547466,0
2025-12-19 23:36:47.235,2.197265625,1.93359375,-3.13056461050071,1.179459314552,0
2025-12-19 23:36:48.235,2.197265625,1.93359375,-3.08234633610294,1.18930999628085,0
2025-12-19 23:36:49.235,2.28515625,1.93359375,-3.07917940323163,1.18505166286983,0
2025-12-19 23:36:50.235,2.28515625,2.021484375,-3.09348316073068,1.1710712066895,0
2025-12-19 23:36:51.235,2.28515625,2.021484375,-3.12964039285589,1.17170474931711,0
2025-12-19 23:36:52.235,2.28515625,2.021484375,-3.1656672620901,1.17789549018022,0
2025-12-19 23:36:53.235,2.28515625,2.021484375,-2.98946705412426,1.21677742443523,0
2025-12-19 23:36:54.235,2.28515625,2.021484375,-2.97426630272464,1.23468916041293,0
2025-12-19 23:36:55.235,2.197265625,2.021484375,-2.95380840076356,1.24537958761268,0
2025-12-19 23:36:56.235,2.197265625,1.93359375,-2.76060014800172,1.30454230466647,0
2025-12-19 23:36:57.235,2.197265625,2.021484375,-2.7952217280492,1.30101562260122,0
2025-12-19 23:36:58.235,2.197265625,2.021484375,-2.96996627687499,1.24480133078811,0
2025-12-19 23:36:59.235,2.28515625,2.021484375,-2.97096053604677,1.24857319721569,0
2025-12-19 23:37:00.235,2.28515625,2.021484375,-2.99635473463315,1.17548932587618,0
2025-12-19 23:37:01.235,2.28515625,2.021484375,-3.08945064879372,1.16724683773012,0
2025-12-19 23:37:02.235,2.373046875,2.021484375,-2.95850336359516,1.23050870168564,0
2025-12-19 23:37:03.235,2.373046875,2.021484375,-2.83782941946378,1.26442603706061,0
2025-12-19 23:37:04.235,2.28515625,2.021484375,-2.97952454411144,1.22572466005936,0
2025-12-19 23:37:05.235,2.28515625,2.021484375,-2.94296952862459,1.25458622414769,0
2025-12-19 23:37:06.235,2.28515625,2.021484375,-2.99976969176215,1.34310010032086,0
2025-12-19 23:37:07.235,2.28515625,2.021484375,-2.75138979525892,1.42101404496099,0
2025-12-19 23:37:08.235,2.197265625,2.021484375,-2.73516145436223,1.41944641795766,0
2025-12-19 23:37:09.235,2.28515625,2.021484375,-2.70863742327395,1.45202219304161,0
2025-12-19 23:37:10.235,2.197265625,2.021484375,-2.94462717502509,1.31243482684854,0
2025-12-19 23:37:11.235,2.28515625,2.021484375,-2.93952108407808,1.25391382805386,0
2025-12-19 23:37:12.235,2.28515625,2.021484375,-2.94299806905458,1.21548496260402,0
2025-12-19 23:37:13.235,2.373046875,2.021484375,-2.94447233964844,1.210868224474,0
2025-12-19 23:37:14.235,2.28515625,2.021484375,-2.95658358073753,1.21867533692834,0
