timestamp,left_leg_angle,right_leg_angle,x_absolute,y_absolute,x_relative,y_relative,action
2025-12-16 21:09:02.601,73.388671875,72.158203125,-2.6804722118691027,5.930744206049919,2.6804722118691027,5.930744206049919,1
2025-12-16 21:09:03.601,73.388671875,72.158203125,-2.6123116350463373,5.929980008204192,0.06816057682276533,0.0007641978457275656,0
2025-12-16 21:09:04.601,73.388671875,72.158203125,-2.696393445893893,5.882022503022805,0.08408181084755562,0.04795750518138675,0
2025-12-16 21:09:05.601,73.388671875,72.158203125,-2.7586680819644673,5.8611282439869745,0.062274636070574374,0.02089425903583031,0
2025-12-16 21:09:06.601,73.388671875,72.158203125,-3.119844206953685,5.789219685233373,0.3611761249892176,0.07190855875360125,1
2025-12-16 21:09:07.601,73.4765625,72.0703125,-3.0955690125831365,5.788680527888214,0.02427519437054837,0.0005391573451589693,0
2025-12-16 21:09:08.601,73.388671875,72.24609375,-2.90276629890982,5.857278384860305,0.19280271367331636,0.06859785697209109,1
2025-12-16 21:09:09.601,73.125,72.158203125,-2.7611427812112046,5.899615630431944,0.1416235176986156,0.04233724557163843,0
2025-12-16 21:09:10.601,73.388671875,72.158203125,-2.715841961241183,5.921132481854149,0.04530081997002178,0.02151685142220483,0
2025-12-16 21:09:11.601,73.740234375,72.158203125,-2.713934037569566,5.9240016356316785,0.0019079236716166292,0.0028691537775298315,0
2025-12-16 21:09:12.601,73.30078125,72.24609375,-2.7061639996789957,5.911952096478278,0.007770037890570514,0.012049539153400346,0
2025-12-16 21:09:13.601,73.4765625,72.158203125,-2.734609519308811,5.907254798377214,0.02844551962981523,0.004697298101064007,0
2025-12-16 21:09:14.601,73.4765625,72.158203125,-2.7405870477143113,5.914252944521368,0.005977528405500365,0.006998146144153949,0
2025-12-16 21:09:15.601,73.4765625,72.158203125,-2.735711897962304,5.9058329724185965,0.004875149752007424,0.008419972102771567,0
2025-12-16 21:09:16.601,73.564453125,72.158203125,-2.725042481984161,5.912255323032384,0.010669415978142638,0.006422350613787486,0
